time,x,y,z,vx,vy,vz,e0,e1,e2,e3
0.0,0.0,0.0,1191.0,0.0,0.0,0.0,0.746269616009966,-0.0005650907416661874,0.0034424739897352392,0.6656346522422205
0.1,0.013963553453548183,0.011569246090906352,1192.4202759607451,0.2918335653279084,0.2417772261300245,29.66784844392441,0.746269616009966,-0.0005650907416661874,0.0034424739897352392,0.6656346522422205
0.2,0.05774575632258158,0.04784223961226947,1196.8706517682936,0.5821415683455806,0.48232333017713913,59.20025863853093,0.746269616009966,-0.0005650907416661874,0.0034424739897352392,0.6656346522422205
0.30000000000000004,0.1305906129367161,0.10819480635231352,1204.267138921988,0.8731130846727622,0.7255979932949607,87.89623702710134,0.7462754880347874,-0.0010659875310826512,0.00303619291544125,0.6656294323132083
0.4,0.231671999231471,0.19760029729718745,1214.4791251495835,1.0512395655116447,1.0637623898091142,116.4789969463432,0.7462861243969608,-0.00048515220648866236,0.003150924626863625,0.665617650632776
0.5,0.32960624548479,0.3273454099428701,1227.556921252299,1.4073241435340291,1.6602821922591722,145.2217040983952,0.7462870127155542,0.0006440982497627744,0.003968454869980089,0.6656121476922456
0.6000000000000001,0.46882869050585874,0.5394172717168949,1243.511030069936,1.9346723925727165,2.621440094451467,174.31263709118508,0.7462829185273032,0.0012162859516288533,0.004370256188404334,0.6656134216072433
0.7000000000000001,0.6884110235186286,0.8104147776552765,1262.4150990051326,2.215815034861518,3.5331137077933596,204.069829135989,0.7462839080131318,0.00020521395162906184,0.0038697651629232264,0.6656164897637868
0.8,0.9833756462210628,1.1719696777225566,1284.345708063416,2.6653739772833,4.109037398965524,234.78500886219857,0.7462842908505027,-0.00020495731022443086,0.0033691980827170584,0.6656187825824498
0.9,1.262535216785496,1.604181098562931,1309.402307099378,3.0934567887471984,4.840048160173316,266.67216347062987,0.7462822212117796,0.000677156106468628,0.004125172763467236,0.6656165342841864
1.0,1.6151686385253008,2.130631375319829,1337.7204368549583,3.671491334702094,5.814043250909971,299.92259485294034,0.7462812400796814,0.0005768763253523009,0.004029827723005147,0.6656183128545674
1.1,1.963141689699142,2.7368457714501364,1369.435025996877,4.025299681619251,6.537779911820494,334.6455121617676,0.7462819508741647,0.000367097512088643,0.0039667075910597436,0.6656180438282561
1.2000000000000002,2.2915872261685375,3.4560365596907068,1404.6963153647644,4.4955380753497405,7.467149362347684,370.8951681952596,0.7462803730157671,0.000627291499383432,0.004199893964205573,0.6656181880383919
