time,x,y,z,vx,vy,vz,e0,e1,e2,e3
0.0,0.0,0.0,1191.0,0.0,0.0,0.0,0.717859511013022,-0.00031979010591056854,0.0029635513838853263,0.6961816124730875
0.1,0.010640743195662602,0.003308400540500705,1192.0104602517222,0.29778040361592606,0.09306188623103549,27.910976329478185,0.717859511013022,-0.00031979010591056854,0.0029635513838853263,0.6961816124730875
0.2,0.0634195384227903,0.019817840188092597,1196.942345205255,0.7611224190195016,0.23782861855976967,71.38421973602853,0.717859511013022,-0.00031979010591056854,0.0029635513838853263,0.6961816124730875
0.30000000000000004,0.16368866579338082,0.05070218040773198,1206.3034570985453,1.2326358694102304,0.39749063661158596,114.53722677840739,0.7178536065840805,-0.0011672972696077323,0.0015044365420265077,0.6961914776855601
0.4,0.3111044198487411,0.11011027471473848,1219.8948548755914,1.3747332276359299,0.8892295012858991,157.35981364184096,0.7178288057702854,-0.0020703986559334063,0.0022437242814328374,0.6962129593430163
0.5,0.43828449545681536,0.24642681476645698,1237.7434072092944,1.7259630034942126,1.945041685620766,199.6397340786693,0.7178041277930889,-0.0020512631856826947,0.0035090675591665926,0.6962332316741361
0.6000000000000001,0.5345060006267386,0.5100083152760646,1259.7655157159386,2.597613636874023,3.287819711970504,241.08161096435995,0.7178044513451439,-0.0012166365666881468,0.003872425151301871,0.6962329306690463
0.7000000000000001,0.8053016825377923,0.888225686998425,1285.893355291756,3.3091836499707257,4.254685849623553,281.608702791296,0.7178262189289605,-0.0014424737462895515,0.0027073156986704124,0.6962155622573737
0.8,1.1958174223800742,1.3340168159300176,1316.0254931042748,3.8369864059281142,4.941848273381606,320.59992411393773,0.7178202198700931,-0.0013374806413630578,0.0029202470932160533,0.6962210965261679
0.9,1.6545209810589883,1.855934194315557,1349.9866213951464,4.382845230412634,6.0103587151259,358.5866645888485,0.7178107786538684,-0.0002903459395134954,0.003290157723937228,0.6962304048299772
1.0,2.055246962479454,2.468300773532331,1387.7131077921017,4.874203428441307,6.788933144919714,395.81893971225827,0.7178217294595828,-0.001049625847834778,0.0031222003667903736,0.6962191572099283
1.1,2.616938462504141,3.1473600234333867,1429.1397253788132,5.335771951335429,7.537668536722432,432.6715376313733,0.7178131809727312,-0.0003406513892174232,0.0031271199336360142,0.6962286566203384
1.2000000000000002,3.257630414138329,3.9087086163879854,1474.2690866607816,5.810851505297146,8.369802466735347,470.0761127120392,0.7178179078629935,-0.000873208356376829,0.003318746334263511,0.6962224318284569
1.3,3.9224337168260135,4.8128322647333555,1523.181759324148,6.297273318003418,9.138366403557823,508.3561002390582,0.7178134840293385,-0.0006471086231594758,0.0033155274224375086,0.6962272550496739
1.4000000000000001,4.6244931755820975,5.876522780658889,1575.9553550500686,6.799923401696937,9.983553159640095,547.4122097778164,0.7178160178307676,-0.000709552409096656,0.0034859444317349845,0.696223749431443
1.5,5.356385128420637,6.959019680780508,1632.6956229103225,7.31909152654308,10.809623334936676,587.5848170544077,0.7178128470728019,-0.0006039115918728082,0.003565898999582258,0.6962267132424267
1.6,6.147103664977058,8.135502292845066,1693.465968740623,7.846156642813692,11.637927536559591,628.0521399837562,0.7178145347209979,-0.0004433956808450518,0.0037265668223439782,0.696224252553203
1.7000000000000002,6.9968556231275985,9.400394495603717,1758.2903809013058,8.380731340923294,12.478703124837978,668.7483349214476,0.7178127481064135,-0.0003276119827342338,0.0038685212967526886,0.6962253843902015
1.8,7.861973749731099,10.713890848328644,1827.187770794043,8.896476070251515,13.273077317696318,708.9463343515783,0.717812364359497,-0.0003094458961837243,0.00397897953463821,0.6962251658319519
