time,x,y,z,vx,vy,vz,e0,e1,e2,e3
0.0,0.0,0.0,1191.0,0.0,0.0,0.0,0.7527377191564554,-0.0007015617736736913,0.0036239215600680622,0.6583101861301719
0.1,0.005767555191672986,0.005641970897389209,1191.6631385219373,0.10956923809167927,0.11019082577048053,11.896021547787964,0.7527377191564554,-0.0007015617736736913,0.0036239215600680622,0.6583101861301719
0.2,0.022913008694232292,0.023305160694514406,1193.5165326415768,0.23310694709211896,0.23404361961785605,25.26237896763624,0.7527377191564554,-0.0007015617736736913,0.0036239215600680622,0.6583101861301719
0.30000000000000004,0.0520978840640008,0.05262025597869095,1196.6582631865485,0.3645894010705555,0.365889361198741,39.48007335285542,0.7527377191564554,-0.0007015617736736913,0.0036239215600680622,0.6583101861301719
0.4,0.09533435656074635,0.09639317602421699,1201.3599492542928,0.5089027724500931,0.5158754593791279,54.72941041562824,0.7527380254684023,-0.0009246597090643569,0.003760686224443487,0.6583087932402806
0.5,0.15633356786274563,0.15904523352526614,1207.6612001678109,0.723181121267489,0.695664039018009,70.986574444786,0.7527569484485956,-0.0007369289515875974,0.004938755634146567,0.658279607910548
0.6000000000000001,0.2447975503624358,0.24017406095522398,1215.6177082512258,1.080374637307244,0.9894370870827155,88.29606877702862,0.7528383809257695,0.0004021350945215444,0.008431831007412665,0.6581512855858401
0.7000000000000001,0.3798946297845115,0.357141636835,1225.3367477623851,1.6475340758209822,1.5083804990172536,106.64729749065742,0.7529696647393513,0.0016297408644194381,0.012789739758263525,0.6579289099013204
0.8,0.5686014153368149,0.5253963272206665,1236.9550090022574,2.58943796448732,2.3010813543906363,126.13302110657769,0.7530455003562433,0.001926623581280502,0.014828992452907542,0.6577984976401381
0.9,0.8309301399003889,0.787177182808626,1250.586040163773,3.609031649198069,3.151620661615358,146.7647517391126,0.7529655203838356,0.0009107792484037983,0.01285544133135866,0.6579337605127407
1.0,1.2237481241232513,1.140118475724018,1266.34259414391,4.403246661406929,3.9797922370622683,168.59551390120086,0.752891299620178,-0.0003458081657895016,0.008979259803110949,0.6580835389723254
1.1,1.6682841592570588,1.5755205362021816,1284.3515239504984,5.039599682750246,4.685457449254822,191.66569273883843,0.7528942760780718,-0.00041620538082658495,0.008583334115902466,0.658085376070166
1.2000000000000002,2.2518143049362984,2.0719183837282125,1304.7295683898137,5.853933660533334,5.54963104580568,215.9669990987196,0.7529585376606956,0.0005299345132638225,0.011615969441736151,0.6579652186758865
1.3,2.9295576582000167,2.66468608475612,1327.5932441457244,6.94133410412224,6.575637826048223,241.5568863508782,0.7529499008237728,0.00044851292946674064,0.0117040577932372,0.6579736018388547
